year;title;author;publisher;classification;library
2024.0;Yellowstone. Saison 1, intégrale;Sheridan, Taylor;Boulogne-Billancourt : Paramount Pictures, 2021;TV YELL;CABANIS
2023.0;Bullet Train;Leitch, David;Suresnes : Sony Pictures Home Entertainment, 2022;AV BULL;CABANIS
2023.0;Tori et Lokita;Dardenne, Luc;Paris : Blaq out, 2023;TORI;CABANIS
2023.0;Le prince oublié;Hazanavicius, Michel;Paris : Pathé, 2020;PRIN;CABANIS
2022.0;Ibrahim;Guesmi, Samir;Paris : Le Pacte, 2021;IBRA;CABANIS
2022.0;Balloon;Tseden, Pema;Rueil-Malmaison : Condor Entertainment, 2021;BALL;CABANIS
2022.0;Ammonite;Lee, Francis;Paris : Pyramide Vidéo, 2021;AMMO;CABANIS
2022.0;Les bouchetrous;Silverman, David;Neuilly-sur-Seine : M6 vidéo, 2021;Anim BOUC;CABANIS
2022.0;Playlist;Antico, Nine;Paris : KMBO Films, 2021;C PLAY;CABANIS
2021.0;Benni;Fingscheidt, Nora;Paris : Ad Vitam, 2020;BENN;CABANIS
2021.0;#JeSuisLà;Lartigau, Éric;Neuilly-sur-Seine : Gaumont, 2020;C #JES;CABANIS
2021.0;L'infirmière;Fukada, Koji;Paris : Blaq out, 2021;INFI;CABANIS
2021.0;Donne-moi des ailes;Vanier, Nicolas;Neuilly-sur-Seine : M6 vidéo, 2020;AV DONN;CABANIS
2021.0;Les siffleurs;Porumboiu, Corneliu;Paris : Diaphana Films, 2020;P SIFL;CABANIS
2023.0;Un beau matin;Hansen-love, Mia;Paris : Blaq out, 2023;BEAU;CABANIS
2023.0;La méthode Williams;Green, Reinaldo Marcus;Neuilly-sur-Seine : Warner Bros., 2022;METH;CABANIS
2023.0;Corsage;Kreutzer, Marie;Paris : Ad Vitam, 2023;H CORS;CABANIS
2024.0;Misanthrope;Szífron, Damián;Paris : Metropolitan filmexport, 2023;P MISA;CABANIS
2020.0;Marie Stuart : Reine d'Ecosse;Rourke, Josie;Paris : Universal Pictures Vidéo, 2019;H MARI;CABANIS
2020.0;En guerre;Brizé, Stéphane;Paris : Diaphana Films, 2018;ENGU;CABANIS
2021.0;The Singing Club;Cattaneo, Peter;Paris : Pyramide Vidéo, 2021;C SING;EMP
2021.0;Underwater;Eubank, William;Paris : 20th Century Fox, 2021;F UNDE;CABANIS
2021.0;Ema;Larraín, Pablo;Paris : Potemkine films, 2021;EMA;CABANIS
2021.0;Dans un jardin qu'on dirait éternel;Ohmori, Tatsushi;Issy-les-Moulineaux : ARTE Editions, 2020;DANS;CABANIS
2021.0;L'extraordinaire Mr Rogers;Heller, Marielle;Suresnes : Sony Pictures Home Entertainment, 2020;EXTR;CABANIS
2021.0;Divorce Club;Youn, Michaël;Neuilly-sur-Seine : M6 vidéo, 2020;C DIVO;CABANIS
2021.0;Possessor;Cronenberg, Brandon;Paris : The Jokers, 2021;F FOSS;CABANIS
2023.0;Nightmare Alley;Toro, Guillermo del;Paris : 20th Century Fox, 2022;NIGH;CABANIS
2023.0;Les jeunes amants;Tardieu, Carine;Paris : Diaphana Films, 2022;JEUN;CABANIS
2023.0;Les nuits de Mashhad;Abbasi, Ali;Paris : Metropolitan filmexport, 2022;P NUIT;CABANIS
2023.0;Stillwater;McCarthy, Tom;Paris : Universal Pictures Vidéo, 2022;P STIL;CABANIS
2023.0;La dégustation;Calbérac, Ivan;Issy-les-Moulineaux : Studio Canal vidéo, 2023;DEGU;CABANIS
2023.0;Les petites victoires;Auffret, Mélanie;Paris : Zinc., 2023;C PETI;CABANIS
2023.0;La fine fleur;Pinaud, Pierre;Paris : Diaphana Films, 2021;C FINE;CABANIS
2024.0;Le règne animal;Cailley, Thomas;Issy-les-Moulineaux : Studio Canal vidéo, 2024;F REGN;CABANIS
2024.0;Les bonnes étoiles;Kore-Eda, Hirokazu;Paris : Metropolitan filmexport, 2023;BONN;CABANIS
2024.0;Wonka;King, Paul;Neuilly-sur-Seine : Warner Bros., 2024;F WONK;CABANIS
2024.0;Les amandiers;Bruni Tedeschi, Valeria;Paris : Ad Vitam, 2023;AMAN;CABANIS
2024.0;Entre les lignes;Husson, Eva;Rueil-Malmaison : Condor Entertainment, 2024;ENTR;CABANIS
2024.0;Mars Express;Périn, Jérémie;Paris : Blaq out, 2024;A MARS;CABANIS
2024.0;La chambre des merveilles;Azuelos, Lisa;Neuilly-sur-Seine : M6 vidéo, 2023;CHAM;CABANIS
2024.0;Omar la fraise;Belkeddar, Elias;Issy-les-Moulineaux : Studio Canal vidéo, 2023;OMAR;EMP
2024.0;The Marvels;Dacosta, Nia;Burbank CA, USA : Marvel, 2024;F MARV;CABANIS
2023.0;Les femmes du square;Rambaldi, Julien;Paris : Studio 37 - Orange, 2023;C FEMM;CABANIS
2023.0;First cow;Reichardt, Kelly;Rueil-Malmaison : Condor Entertainment, 2022;W FIRS;CABANIS
2023.0;Paris Police 1905. Intégrale;Nury, Fabien;Issy-les-Moulineaux : Studio Canal vidéo, 2023;TV PARI;CABANIS
2024.0;Elémentaire;Sohn, Peter;[S.l.] : Disney - Pixar, 2023;Anim ELEM;CABANIS
2024.0;Toy story 4;Cooley, Josh;[S.l.] : Disney - Pixar, 2019;A TOYS;CABANIS
2024.0;Goliath;Tellier, Frédéric;Issy-les-Moulineaux : Studio Canal vidéo, 2022;P GOLI;CABANIS
2024.0;Les blagues de Toto. 1;Bourdiaux, Pascal;Neuilly-sur-Seine : M6 vidéo, 2020;C BLAG;CABANIS
2022.0;Ron débloque;Smith, Sarah.;Paris : 20th Century Fox, 2022;Anim ROND;CABANIS
2022.0;Pourris gâtés;Cuche, Nicolas;Boulogne-Billancourt : TF1 Vidéo, 2022;C POUR;CABANIS
2014.0;Michael Kohlhaas;Des Pallieres, Arnaud;Neuilly-sur-Seine : M6 vidéo, 2014;H MICH;CABANIS
2023.0;Everything Everywhere All at Once;Kwan, Daniel;Paris : Originals Factory, 2023;SF EVER;CABANIS
2023.0;Belle;Hosoda, Mamoru;Paris : @anime, 2022;A BELL;CABANIS
2023.0;La petite bande;Salvadori, Pierre;Neuilly-sur-Seine : Gaumont, 2022;C PETIT;CABANIS
2023.0;Vortex;Noé, Gaspar;Paris : Wild side video, 2022;VORT;CABANIS
2023.0;ADN;Le Besco, Maïwenn;Paris : Le Pacte, 2021;ADN;CABANIS
2023.0;Falcon Lake;Le Bon, Charlotte;Neuilly-sur-Seine : M6 vidéo, 2023;FALC;CABANIS
2023.0;Désigné coupable;McDonald, Kevin;Paris : Metropolitan filmexport, 2021;DESI;CABANIS
2023.0;Haute couture;Ohayon, Sylvie;Neuilly-sur-Seine : UGC Vidéo, 2022;HAUT;CABANIS
2024.0;Pauvres créatures;Lanthimos, Yorgos;Marne-la-Vallée : The Walt Disney Company, 2024;F PAUV;CABANIS
2024.0;Les herbes sèches;Ceylan, Nuri Bilge;Paris : Memento Films, 2024;HERB;CABANIS
2024.0;Anti-squat;Silhol, Nicolas;Paris : Diaphana Films, 2024;ANTI;CABANIS
2024.0;Le temps d'aimer;Quillévéré, Katell;Neuilly-sur-Seine : Gaumont, 2024;TEMP;CABANIS
2024.0;1923 : une histoire de Yellowstone. Saison 1, intégrale;Sheridan, Taylor;Boulogne-Billancourt : Paramount Pictures, 2023;TV 1923;CABANIS
2022.0;5ème set;Reynaud, Quentin;Issy-les-Moulineaux : Studio Canal vidéo, 2021;5EME;CABANIS
2022.0;Sound of metal;Marder, Darius;Suresnes : Sony Pictures Home Entertainment, 2021;SOUN;CABANIS
2022.0;Zaèi Zaèi Zaèi Zaèi;Desagnat, François;Paris : Studio 37 - Orange, 2022;C ZAIZ;CABANIS
2023.0;Downton Abbey II : une nouvelle ère;Fellowes, Julian;Paris : Universal Pictures Vidéo, 2022;DOWN;CABANIS
2023.0;Contes du hasard et autres fantaisies;Hamaguchi, Ryûsuke;Paris : Diaphana Films, 2022;CONT;CABANIS
2023.0;Yakari, la grande aventure;Giacometti, Xavier;Issy-les-Moulineaux : France Télévisions Distribution, 2020;A YAKA;CABANIS
2024.0;The White Lotus. Saison 2, intégrale;White, Mike;[S.l.] Etats-Unis : Home Box Office, 2023;TV WHIT;CABANIS
2024.0;Dune : deuxième partie;Villeneuve, Denis;Neuilly-sur-Seine : Warner Bros., 2024;SF DUNE;CABANIS
2017.0;Rosalie Blum;Rappeneau, Julien;Neuilly-sur-Seine : M6 vidéo, 2016;ROSA;CABANIS
2017.0;Alvin et les Chipmunks 4 : à fond la caisse;Becker, Walt;Paris : 20th Century Fox, 2016;ALVI;CABANIS
2017.0;Babysitting 2;Lacheau, Philippe;Paris : Universal Pictures Vidéo, 2016;C BABY;CABANIS
2015.0;La Stratégie Ender;Hood, Gavin;Paris : Seven sept, 2014;SF STRA;CABANIS
2011.0;Paris;Klapisch, Cédric;Issy-les-Moulineaux : Studio Canal, 2008;PARI;CABANIS
2017.0;Dalton Trumbo;Roach, Jay;Boulogne-Billancourt : TF1 Vidéo, 2016;DALT;CABANIS
2016.0;Still Alice;Glatzer, Richard;Suresnes : Sony Pictures Home Entertainment, 2015;STIL;CABANIS
2016.0;La rage au ventre;Fuqua, Antoine;Neuilly-sur-Seine : M6 vidéo, 2015;RAGE;CABANIS
2012.0;Camping;Onteniente, Fabien;Paris : Pathé, 2008;C CAMP;CABANIS
2018.0;L'autre côté de l'espoir;Kaurismäki, Aki;Paris : Diaphana Films, 2017;AUTR;CABANIS
2022.0;Tout s'est bien passé;Ozon, François;Paris : Diaphana Films, 2022;TOUT;CABANIS
2022.0;Annette;Carax, Léos;Neuilly-sur-Seine : UGC Vidéo, 2021;M ANNE;CABANIS
2016.0;Birdman : ou (la surprenante vertu de l'ignorance);Gonzalez Inarritu, Alejandro;Paris : 20th Century Fox, 2015;BIRD;CABANIS
2011.0;Mascarades;Salem, Lyes;Paris : MK2, 2009;C MASC;CABANIS
2023.0;Champagne !;Vanier, Nicolas;Neuilly-sur-Seine : M6 vidéo, 2022;C CHAM;CABANIS
2024.0;BAC Nord;Jimenez, Cédric;Issy-les-Moulineaux : Studio Canal vidéo, 2021;P BACN;CABANIS
2024.0;Toni, en famille;Ambrosioni, Nathan;Issy-les-Moulineaux : Studio Canal vidéo, 2024;TONI;CABANIS
2024.0;Wahou !;Podalydès, Bruno;Neuilly-sur-Seine : UGC Vidéo, 2023;C WAHO;CABANIS
2024.0;Le royaume de Naya;Malamuzh, Oleh;Paris : Universal Pictures Vidéo, 2023;A ROYA;CABANIS
2024.0;Marie-Line et son juge;Améris, Jean-Pierre;Paris : ARP Sélection, 2024;MARI;CABANIS
2020.0;Venom;Fleischer, Ruben;Suresnes : Sony Pictures Home Entertainment, 2019;SF VENO;CABANIS
2019.0;Chasseuse de géants;Walter, Anders;Neuilly-sur-Seine : M6 vidéo, 2018;F CHAS;CABANIS
2019.0;My lady;Eyre, Richard;Paris : ARP Sélection, 2018;MYLA;CABANIS
2020.0;Le grinch;Mosier, Scott;Paris : Universal Pictures Vidéo, 2019;A GRIN;CABANIS
2023.0;The Woman King;Prince-Bythewood, Gina;Suresnes : Sony Pictures Home Entertainment, 2023;H WOMA;CABANIS
2023.0;OVNI(s). Saison 2, intégrale;Dargent, Clémence;Issy-les-Moulineaux : Studio Canal vidéo, 2022;TV OVNI;CABANIS
2023.0;Ma famille afghane;Pavlátová, Michaela;Paris : Diaphana Films, 2022;A MAFA;CABANIS
2024.0;Super Mario Bros : le film;Horvath, Aaron;Paris : Universal Pictures Vidéo, 2023;Anim SUPE;CABANIS
2024.0;Hypnotic;Rodriguez, Robert;Neuilly-sur-Seine : M6 vidéo, 2023;AV HYPN;CABANIS
2024.0;Reality;Satter, Tina;Paris : Metropolitan filmexport, 2024;P REAL;EMP
2022.0;Eugénie Grandet;Dugain, Marc;Paris : Ad Vitam, 2022;EUGE;CABANIS
2022.0;Si on chantait;Maruca, Fabrice;Neuilly-sur-Seine : M6 vidéo, 2022;M SION;CABANIS
2022.0;Les Trolls 2;Dohrn, Walt;[S.l.] : DreamWorks France, 2021;Anim TROL;CABANIS
2022.0;La saveur des ramen;Khoo, Eric;Paris : KMBO Films, 2019;SAVE;CABANIS
2022.0;Wonderland : le royaume sans pluie;Hara, Keiichi;Paris : @anime, 2019;A WOND;CABANIS
2022.0;Hitman & Bodyguard 2;Hughes, Patrick;Paris : Metropolitan filmexport, 2021;AV HITM;CABANIS
2019.0;Tout le monde debout;Dubosc, Franck;Neuilly-sur-Seine : Gaumont, 2018;C TOUT;CABANIS
2019.0;Guy;Lutz, Alex;Issy-les-Moulineaux : Studio Canal vidéo, 2019;M GUY;CABANIS
2019.0;The rider;Zhao, Chloé;Paris : Blaq out, 2018;RIDE;CABANIS
2019.0;M;Forestier, Sara;Paris : Ad Vitam, 2018;M;CABANIS
2022.0;Gagarine;Liatard, Fanny;Paris : Blaq out, 2021;GAGA;CABANIS
2017.0;Sunset song;Davies, Terence;Paris : Rezo Films, 2016;SUNS;CABANIS
2011.0;Rebecca;Hitchcock, Alfred;[S.l.] : [Aventi, 2004;P REBE;CABANIS
2014.0;Cheba Louisa;Charpiat, Françoise;Paris : Wild side video, 2013;C CHEB;CABANIS
2013.0;38 témoins;Belvaux, Lucas;Paris : Diaphana Films, 2012;38TE;CABANIS
2015.0;Aimer, boire et chanter;Resnais, Alain;Paris : France Télévisions Distribution, 2014;C AIME;CABANIS
2016.0;Caprice;Mouret, Emmanuel;Issy-les-Moulineaux : ARTE Editions, 2015;C CAPR;CABANIS
2011.0;Petit Potam, le film;Deyriès, Bernard;Paris : Citel, 2002.;A PETI;CABANIS
2018.0;Gauguin : voyage de Tahiti;Deluc, Edouard;Issy-les-Moulineaux : Studio Canal vidéo, 2018;GAUG;CABANIS
2012.0;Poetry;Changdong, Lee;[S.l.] : Diaphana, 2011;POET;CABANIS
2011.0;Angel;Ozon, François;Paris : Wild Side, 2007;ANGE;CABANIS
2014.0;11.6;Godeau, Philippe;Paris : Wild side video, 2013;DVD 11.6;CABANIS
2018.0;A Monster Calls : quelques minutes après minuit;Bayona, Juan Antonio;Paris : Metropolitan filmexport, 2017;F AMON;CABANIS
2014.0;Jappeloup;Duguay, Christian;Paris : EuropaCorp, 2013;JAPP;CABANIS
2011.0;Chaos;Serreau, Coline;Boulogne Billancourt : Studio Canal Vidéo, 2002;CHAO;CABANIS
2017.0;Le garçon et le monde;Abreu, Alê;Issy-les-Moulineaux : ARTE Editions, 2015;A GARC;CABANIS
2015.0;Le parfum : Histoire d'un meurtrier;Tykwer, Tom;S.l. : Metropolitan filmexport, 2006;BR PARF;CABANIS
2011.0;Million dollar baby;Eastwood, Clint;Boulogne Billancourt : Studio Canal Vidéo, 2005;MILL;CABANIS
2011.0;Iron man;Favreau, Jon;Neuilly-sur-Seine : M6 vidéo, 2008;SF IRON;CABANIS
2011.0;Borat, leçons culturelles sur l'Amérique au profit glorieuse nation Kazakhstan;Charles, Larry;U.S.A. : Twentieth Century Fox Home Entertainment, 2007;C BORA;CABANIS
2014.0;The master;Anderson, Paul Thomas;Paris : Metropolitan filmexport, 2013;MAST;CABANIS
2018.0;A bras ouverts;Chauveron, Philippe de;Neuilly-sur-Seine : M6 vidéo, 2017;C ABRA;CABANIS
2015.0;Get On Up;Taylor, Tate;Boulogne-Billancourt : Universal pictures video, 2015;M GETO;CABANIS
2016.0;On voulait tout casser;Guillard, Philippe;Neuilly-sur-Seine : Gaumont, 2015;ONVO;CABANIS
2016.0;House of Cards (US). Saison 2, intégrale;Willimon, Beau;Suresnes : Sony Pictures Home Entertainment, 2014;TV HOUS;CABANIS
2011.0;Scary movie;Wayans, Keenen Ivory;Boulogne Billancourt : Studio Canal Video, 2001;F  SCAR;CABANIS
2011.0;Didine;Dietschy, Vincent;Nogent-sur-Marne : Aventi Distribution, 2009;C DIDI;CABANIS
2018.0;Le chasseur et la reine des glaces;Nicolas-troyan, Cedric;Paris : Universal Pictures Vidéo, 2016;F CHAS;CABANIS
2012.0;36 quai des orfèvres;Marchal, Olivier;Neuilly Sur Seine : Gaumont Vidéo, 2005;P 36QU;CABANIS
2011.0;Créance de sang;Eastwood, Clint;Paris : Warner Home Video, 2002;P CREA;CABANIS
2019.0;The Florida project;Baker, Sean;Paris : Le Pacte, 2018;FLOR;CABANIS
2021.0;Jumanji : Next Level;Kasdan, Jake;Suresnes : Sony Pictures Home Entertainment, 2020;JUMA 2;CABANIS
2021.0;Lucky;Van Hoofstadt, Olivier;Paris : Apollo Films, 2020;C LUCK;CABANIS
2022.0;Louloute;Viel, Hubert;Paris : Tandem, 2021;LOUL;CABANIS
2022.0;La nuée;Philippot, Just;Nantes : Capricci Films, 2021;F NUEE;CABANIS
2022.0;Hospitalité;Fukada, Koji;Issy-les-Moulineaux : ARTE Editions, 2021;C HOSP;CABANIS
2022.0;Sans un bruit 2;Krasinski, John;Boulogne-Billancourt : Paramount Pictures, 2021;F SANS;CABANIS
2022.0;200 mètres;Nayfeh, Ameen;Marseille : Shellac Sud, 2021;200M;CABANIS
2022.0;Vaurien;Dourountzis, Peter;Paris : Rezo Films, 2021;VAUR;CABANIS
2023.0;Succession. Saison 3, intégrale;Armstrong, Jesse;[S.l.] Etats-Unis : Home Box Office, 2022;TV SUCC;CABANIS
2023.0;Hit the road;Panahi, Panah;Paris : Pyramide Vidéo, 2022;HITT;CABANIS
2024.0;Barbie;Gerwig, Greta;Neuilly-sur-Seine : Warner Bros., 2023;C BARB;CABANIS
2024.0;The son;Zeller, Florian;Paris : Studio 37 - Orange, 2023;SON;CABANIS
2024.0;Happy Valley. Saison 3, intégrale;Wainwright, Sally;Paris : Koba Films, 2023;TV HAPP;CABANIS
2019.0;L'Histoire;-;Paris : Société d'éditions scientifiques, 1978-;-;CABANIS
2019.0;"Shimy / scénario Patrick Sobral ; dessin et couleurs Nadou";Sobral, Patrick (1972-....);Paris : Delcourt, 2015;Leg Ori 04;CABANIS
2019.0;J'ai dû rêver trop fort / Michel Bussi;Bussi, Michel (1965-....);Paris : Presses de la Cité, 2019;P BUSS;CABANIS
2019.0;Le spectre de la Bastille. 2;Lyfoung, Patricia;Paris : Delcourt, 2014;BD Ros /2;CABANIS
2019.0;"Entremets / Scénario et dessin Patricia Lyfoung ; couleur Fleur D.";Lyfoung, Patricia;Paris : Delcourt, 2015;BD PRI/3;CABANIS
2019.0;"La gargouille qui partait en vadrouille. 1 / scénario Joris Chamblain ; dessin et couleur Lucile Thibaudier";Chamblain, Joris;Amiens : Ed. de la Gouttière, 2015;BD ENO/01;CABANIS
2019.0;L'instant présent / Guillaume Musso;Musso, Guillaume (1974-....);Paris : XO, 2015;MUSS;CABANIS
2019.0;Entre ciel et terre / Nob;Nob;Grenoble : Glénat, 2009;BD NOB;CABANIS
2019.0;Vers la beauté / David Foenkinos;Foenkinos, David (1974-....);Paris : Gallimard, 2018;FOEN;CABANIS
2019.0;"Sauve qui peut !/ scénario Anne Didier, Olivier Muller ; dessin Clément Devaux";Didier, Anne (1969-....);Toulouse : BD Kids, 2017;BD ANA/10;EMP
2019.0;"Tout ça finira mal. 1 / Mr Tan ; dessin Miss Prickly ; couleur Rémi Chaurand";Mr Tan;Paris : Tourbillon, 2013;Ade 01;CABANIS
2019.0;"Max et Lili décident de bien manger / scénario Dominique de Saint-Mars ; dessin Serge Bloch";Saint-Mars, Dominique de;Coppet (Suisse) : Calligram, 2017;E SAI;COL
2019.0;"La sorcière / Camilla Lèackberg ; traduit du suédois par Rémi Cassaigne";Lèackberg, Camilla (1974-....);Arles (Bouches-du-Rhône) : Actes Sud, 2017;P LACK;CABANIS
2019.0;"Loup gris et la mouche / une histoire racontée par Gilles Bizouerne ; illustrée par Ronan Badel";Bizouerne, Gilles;Paris : Didier Jeunesse, 2017;A BIZ;CABANIS
2019.0;"Home sweet home / scénario Frédéric Maupomé ; dessin Dawid";Maupomé, Frédéric (1974-....);Amiens : Ed. de la Gouttière, 2017;Sup 03;CABANIS
2022.0;"Astérix chez les Pictes / d'après l'oeuvre d'Albert Uderzo et René Goscinny ; scénario Jean-Yves Ferri ; dessin Didier Conrad";Ferri, Jean-Yves (1959-....);Paris : Albert René, 2013;Ast 35;CABANIS
2022.0;Le jeune acteur : aventures de Vincent Lacoste au cinéma. 1 / Riad Sattouf;Sattouf, Riad (1978-....);Paris : Les livres du futur, 2021;SAT Jeu;CABANIS
2022.0;Anaèis Nin : sur la mer des mensonges / Léonie Bischoff;Bischoff, Léonie;Bruxelles : Casterman, 2020;BD BIS;CABANIS
2022.0;"Barbecue royal. 12 / dessin Midam et Adam ; scenario Midam ; couleurs Benbk";Midam;Grenoble : Glénat, 2014;BDT MID Gam 12;CABANIS
2022.0;La ritournelle / Aurélie Valognes;Valognes, Aurélie (1983-....);Paris : Fayard, 2022;RT VALO;CABANIS
2022.0;Et que ne durent que les moments doux / Virginie Grimaldi;Grimaldi, Virginie (1977-....);Paris : Fayard, 2020;GRIM;CABANIS
2022.0;"My hero academia. 4 / Kohei Horikoshi ; [trad. du japonais David le Quéré]";Horikoshi, Kohei;Paris : Ki-oon, 2016;MA MYH/4;CABANIS
2019.0;Le Journal de Mickey;-;Paris : Edi-Monde, 1952-;-;CABANIS
2019.0;Frères ennemis. 3 / Patrick Sobral;Sobral, Patrick;Paris : Delcourt, 2005;Lég 03;CABANIS
2019.0;"Toujours dans les pattes !. 9 / scénario Cazenove & William ; dessin, couleur William Maury";Cazenove, Christophe;Charnay-lès-Mâcon (Saône-et-Loire) : Bamboo, 2014;BDT CAZ Sis 9;CABANIS
2019.0;Slime project. 13 / Midam;Midam;Lasne (Belgique) : Mad fabrik, 2012;BDT MID Kid 13;CABANIS
2019.0;Fluide glacial;-;Issy-les-Moulineaux : A.U.D.I.E. (Amusement, humour, dérision, il, 1976-;P1603;CABANIS
2019.0;Le signal / Maxime Chattam;Chattam, Maxime (1976-....);Paris : Albin Michel, 2018;RTF CHAT;CABANIS
2019.0;"Chi, une vie de chat. 8 / Kanata Konami ; [trad. Kayo Chassaigne et Elodie Lepelletier]";Konami, Kanata;Grenoble : Glénat, 2012;BD CHI/08;CABANIS
2019.0;"Les petits rats de l'Opéra / textes Emmanuel Guibert ; dessins Marc Boutavant";Guibert, Emmanuel (1964-....);Toulouse : BD Kids, 2015;BD ARI/10;CABANIS
2019.0;"L'amie prodigieuse / Elena Ferrante ; traduit de l'italien par Elsa Damien";Ferrante, Elena (1943-....);Paris : Gallimard, 2014;IT FERR;CABANIS
2019.0;Je te promets la liberté / Laurent Gounelle;Gounelle, Laurent (1966-....);Paris : Calmann-Lévy, 2018;GOUN;CABANIS
2019.0;Les rêveurs  / Isabelle Carré;Carré, Isabelle (1971-....);Paris : Grasset, 2018;CAR;CABANIS
2019.0;"La Belle et le loup. 2 / scénario Patricia Lyfoung ; dessin Jenny & Mister Chocoman ; couleur Philippe Ogaki, Fleur D. & Linda Aksonesilp";Lyfoung, Patricia (1977-....);Paris : Delcourt, 2018;BDT LYF Ros 6;CABANIS
2019.0;"La soupe aux frites / Jean Leroy ; illustrations Ella Charbon";Leroy, Jean;Paris : Ecole des Loisirs, 2017;E LER;CABANIS
2024.0;Un animal sauvage / Joël Dicker;Dicker, Joël (1985-....);Genève (Suisse) : Rosie & Wolfe, 2024;P DICK;CABANIS
2024.0;"Les enfants de la Résistance. 1. Premières actions  / scénario Dugomier ; dessin, couleurs Ers";Dugomier;Paris : Le Lombard, 2015;BDT DUG Enf 1;CABANIS
2024.0;"Le prince de Cobalt. 2 / scénario Mark Siegel, Alexis Siegel ; dessin Xanthe Bouma, Matt Rockefeller, Boya Sun ; traduit de l'anglais (Etats-Unis) par Julie Lopez et Olivier Perez";Siegel, Mark;Paris : Gallimard, 2018;BD 5MO;CABANIS
2024.0;"Là où chantent les écrevisses / Delia Owens ; traduit de l'anglais (Etats-Unis) par Marc Amfreville";Owens, Delia (1949-....);Paris : Seuil, 2020;AN OWEN;CABANIS
2024.0;"Non Cornebidouille, pas mon doudou ! / Pierre Bertrand ; illustrations Magali Bonniol";Bertrand, Pierre;Paris : Ecole des loisirs, 2019;A BER;CABANIS
2024.0;Ceci n'est pas un fait divers / Philippe Besson;Besson, Philippe (1967-....);Paris : Julliard, 2023;-;CABANIS
2023.0;"Chi, une vie de chat. 7 / Kanata Konami ; [trad. du japonais par Kayo Chassaigne et Elodie Lepelletier]";Konami, Kanata;Grenoble : Glénat, 2012;BD CHI/07;CABANIS
2023.0;"Le trésor de Lucille. 3 / scénario Di Gregorio, avec la collaboration de Barbucci ; dessin & couleur Barbucci ; traduit de l'italien par Camille Paul-Singeot";Di Gregorio, Giovanni;Marcinelle (Belgique) : Dupuis, 2022;Soe 03;CABANIS
2023.0;"Walking blork. 5 / dessin Midam et Adam ; scénario Midam ; couleur Angèle";Midam;Lasne (Belgique) : Mad fabrik, 2010;Gam 05;CABANIS
2023.0;Picsou magazine;-;Paris : Edi-Monde, 1972-;-;CABANIS
2023.0;"Bergère des fées. 1 / scénario Audrey Alwett ; dessin et couleurs Nora Moretti";Alwett, Audrey;Charnay-lès-Mâcon (Saône-et-Loire) : Drakoo, 2022;BD JAR 1;CABANIS
2017.0;"My hero academia. 1/ Kohei Horikoshi ; [trad. du japonais par David Le Quéré]";Horikoshi, Kohei;Paris : Ki-oon, 2016;JM MYH 1;CABANIS
2017.0;"Fatal attraction / scénario Midam ; dessin Adam ; couleur Angèle";Midam (1963-....);Grenoble : Glénat, 2016;BDT MID Gam 14;CABANIS
2017.0;"Chi, une vie de chat. 1 /  Konami Kanata ; [trad. Fédoua Lamodière]";Konami, Kanata;Grenoble : Glénat, 2010;M Chi 01;CABANIS
2017.0;"Dessert / Patricia Lyfoung ; couleur Fleur D.";Lyfoung, Patricia;Paris : Delcourt, 2016;BD LYF 4;CABANIS
2017.0;La cabane / Julien Neel;Neel, Julien (1976-....);Grenoble : Glénat, 2016;Lou 07;CABANIS
2018.0;01net : Le magazine de la high-tech plaisir;-;Paris : Next interactive media, 2013-;-;CABANIS
2018.0;Histoires vraies;-;Paris : Fleurus-Presse, 1992-;-;CABANIS
2018.0;Beaux-arts magazine;-;Levallois-Perret : Nuit et Jour, 1983-;P1015;CABANIS
2018.0;"Bas les masques !. 6 / scénario Audrey Alwett ; dessin Nora Moretti ; d'après Frances Hodgson Burnett ; couleur Marina Duclos ; couleur de la couverture Claudia Boccato";Alwett, Audrey;Toulon : Soleil, 2013;BD PRI/06;CABANIS
2013.0;Art et décoration(Paris);-;Paris : Librairie Centrale des Beaux Arts, 1897-;P1036;CABANIS
2013.0;DSI : Défense & Sécurité Internationale;-;Paris: Areion, 2005-;-;CABANIS
2013.0;Ma récup' déco : 100 idées pour détourner, transformer, recycler meubles et objets;-;Paris : Tana, 2009;767 M;CABANIS
